GB_GCA_001818155.1,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA9629;f__UBA9629;g__UBA9645;s__UBA9645,sp001818155
GB_GCA_002774425.1,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1544;f__UBA1544;g__UBA1544;s__UBA1544,sp002774425
GB_GCA_001871795.1,d__Bacteria;p__Actinobacteriota;c__UBA9087;o__UBA10029;f__UBA10029;g__CG2-30-50-142;s__CG2-30-50-142,sp001871795
RS_GCF_000381525.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus,anaerobius
GB_GCA_001627865.1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7,sp001627865
RS_GCF_000949635.1,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__Brocadia;s__Brocadia,sinica
GB_GCA_003542615.1,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA12405;f__UBA12405;g__UBA12405;s__UBA12405,sp003542615
GB_GCA_002782675.1,d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__CG2-30-33-13;s__CG2-30-33-13,sp002782675
RS_GCF_000383875.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Caldibacillaceae;g__Caldibacillus;s__Caldibacillus,debilis
GB_GCA_002792735.1,d__Bacteria;p__Patescibacteria;c__CPR2_A;o__CG2-30-33-46;f__CG2-30-33-46;g__CG2-30-33-46;s__CG2-30-33-46,sp002792735
GB_GCA_001871195.1,d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__UBA1543;s__UBA1543,sp001871195
GB_GCA_003220315.1,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__20CM-2-70-11;s__20CM-2-70-11,sp003220315
GB_GCA_001789205.1,d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__XYB2-FULL-49-35,sp001789205
GB_GCA_003242895.1,d__Bacteria;p__Margulisbacteria;c__Riflemargulisbacteria;o__GWF2-39-127;f__GWF2-39-127;g__GWF2-39-127;s__GWF2-39-127,sp003242895
GB_GCA_003212795.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__TMED25;g__AG-430-B22;s__AG-430-B22,sp003212795
GB_GCA_002782605.1,d__Bacteria;p__Desulfobacterota;c__SM23-61;o__UBA8473;f__UBA8473;g__UBA8473;s__UBA8473,sp002782605
GB_GCA_001791325.1,d__Bacteria;p__Patescibacteria;c__ABY1;o__GWA2-46-9;f__GWA2-46-9;g__GWA2-46-9;s__GWA2-46-9,sp001791325
RS_GCF_000024845.1,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rhodothermus;s__Rhodothermus,marinus
GB_GCA_001567485.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB13;s__OLB13,sp001567485
GB_GCA_002408445.1,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851,sp002408445
GB_GCA_002789815.1,d__Bacteria;p__Patescibacteria;c__UBA1384;o__GWA2-35-9;f__CG2-30-39-44;g__CG2-30-39-44;s__CG2-30-39-44,sp002789815
GB_GCA_001798075.1,d__Bacteria;p__UBA10199;c__UBA10199;o__SPLOWO2-01-44-7;f__SPLOWO2-01-44-7;g__SPLOWO2-01-44-7;s__SPLOWO2-01-44-7,sp001798075
GB_GCA_002328865.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__UBA2160;s__UBA2160,sp002328865
RS_GCF_900176145.1,d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__Sulfobacillales;f__Sulfobacillaceae;g__Sulfobacillus;s__Sulfobacillus,thermosulfidooxidans
RS_GCF_000018865.1,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus,aurantiacus
RS_GCF_003268875.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira,multiformis_E
GB_GCA_002398065.1,d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__DTU083;g__UBA4874;s__UBA4874,sp002398065
RS_GCF_000007925.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus;s__Prochlorococcus,marinus
GB_GCA_001805205.1,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__HDB-SIOI813;f__HDB-SIOI813;g__HDB-SIOI813;s__HDB-SIOI813,sp001805205
GB_GCA_002407045.1,d__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__Bruticola;s__Bruticola,papionis
RS_GCF_003628755.1,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Christensenellaceae;g__Christensenella;s__Christensenella,minuta
GB_GCA_002937585.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7,sp002937585
RS_GCF_900167005.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus,pullicaecorum
RS_GCF_004684205.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA5335;f__UBA5335;g__Macondimonas;s__Macondimonas,diazotrophica
RS_GCF_900167395.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas,europaea
GB_GCA_900315265.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__RUG760;s__RUG760,sp900315265
GB_GCA_001788095.1,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__HO2-37-13b;g__2-12-FULL-37-7b;s__2-12-FULL-37-7b,sp001788095
GB_GCA_900315995.1,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__RUG350;g__RUG350;s__RUG350,sp900315995
GB_GCA_001873285.1,d__Bacteria;p__CG2-30-53-67;c__CG2-30-53-67;o__CG2-30-53-67;f__CG2-30-53-67;g__CG2-30-53-67;s__CG2-30-53-67,sp001873285
GB_GCA_005887995.1,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__CF-39;s__CF-39,sp005887995
GB_GCA_001804915.1,d__Bacteria;p__Nitrospinota;c__UBA9942;o__UBA9942;f__UBA9942;g__PLOWO2-12-39-15;s__PLOWO2-12-39-15,sp001804915
RS_GCF_013046825.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter,sanguinis
GB_GCA_001776545.1,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Curtissbacterales;f__GWA2-41-24;g__WO2-42-50;s__WO2-42-50,sp001776545
GB_GCA_001771575.1,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__XYB2-FULL-48-7;g__XYB2-FULL-45-9;s__XYB2-FULL-45-9,sp001771575
GB_GCA_003568415.1,d__Bacteria;p__Bacteroidota;c__UBA10030;o__T3Sed10-11;f__T3Sed10-11;g__T3Sed10-11;s__T3Sed10-11,sp003568415
RS_GCF_000271485.2,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Pelosinus;s__Pelosinus,fermentans
RS_GCF_000517565.1,d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Desulfurellaceae;g__Desulfurella;s__Desulfurella,acetivorans
RS_GCF_000178115.2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens,harbinense
RS_GCF_003096415.1,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis,vadensis
RS_GCF_003814515.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Salinicoccaceae;g__Salinicoccus;s__Salinicoccus,roseus
RS_GCF_000264455.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella,mobilis
GB_GCA_002376725.1,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Syntrophosphaera;s__Syntrophosphaera,sp002376725
GB_GCA_002363545.1,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-1252;g__CAG-1252;s__CAG-1252,sp002363545
GB_GCA_001567175.1,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__OLB6;s__OLB6,sp001567175
GB_GCA_003567475.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PWYM01;f__PWYM01;g__SKYU01;s__SKYU01,sp003567475
GB_GCA_005792145.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__F1-60-MAGs104;s__F1-60-MAGs104,sp005792145
GB_GCA_001595385.3,d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__GWC2-55-46,sp001595385
GB_GCA_003139695.1,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__Palsa-872;s__Palsa-872,sp003139695
GB_GCA_001769805.1,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__GWA1-52-35;s__GWA1-52-35,sp001769805
RS_GCF_000238115.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__Peptoanaerobacter,stomatis
RS_GCF_000331995.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__Thermoclostridium;s__Thermoclostridium,stercorarium
GB_GCA_003135135.1,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__Binatus,sp003135135
GB_GCA_001828605.1,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__2-02-FULL-50-16-A;g__2-02-FULL-50-16-A;s__2-02-FULL-50-16-A,sp001828605
GB_GCA_001828385.1,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__2-02-FULL-50-16-A;g__2-02-FULL-50-16-A;s__2-02-FULL-50-16-A,sp001828605
RS_GCF_000701905.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;s__Proteiniclasticum,ruminis
RS_GCF_000020965.1,d__Bacteria;p__Dictyoglomota;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__Dictyoglomus,thermophilum
RS_GCF_900637055.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus,brevis
RS_GCF_003054495.1,d__Bacteria;p__Firmicutes_B;c__Thermincolia;o__Carboxydocellales;f__Carboxydocellaceae;g__Carboxydocella;s__Carboxydocella,thermautotrophica
RS_GCF_000372845.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis,rosea
GB_GCA_005882135.1,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__40CM-4-65-16,sp005882135
GB_GCA_003158745.1,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16,sp003158745
RS_GCF_004340125.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia,acetispora
GB_GCA_002790095.1,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA1565;s__UBA1565,sp002790095
GB_GCA_001873945.1,d__Bacteria;p__UBA9089;c__CG2-30-40-21;o__CG2-30-40-21;f__CG2-30-40-21;g__CG2-30-40-21;s__CG2-30-40-21,sp001873945
RS_GCF_000025885.1,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminobacterium;s__Aminobacterium,colombiense
RS_GCF_000012805.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__Nitrosococcus;s__Nitrosococcus,oceani
GB_GCA_001872605.1,d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__CG2-30-59-28;f__CG2-30-59-28;g__CG2-30-59-28;s__CG2-30-59-28,sp001872605
GB_GCA_001770205.1,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__YD12-FULL-39-22;s__YD12-FULL-39-22,sp001770205
GB_GCA_001780035.1,d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__O2-02-FULL-48-8;g__WO2-49-40;s__WO2-49-40,sp001780035
GB_GCA_001797335.1,d__Bacteria;p__Bdellovibrionota;c__O2-12-FULL-43-9;o__2-02-FULL-40-11;f__2-02-FULL-40-11;g__2-02-FULL-38-15-A;s__2-02-FULL-38-15-A,sp001797335
RS_GCF_004758605.1,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus,metallilatus
RS_GCF_001941975.1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa,sphaeroides
RS_GCF_004366635.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter,bogoriensis
GB_GCA_001799575.1,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__YA12-FULL-51-18;s__YA12-FULL-51-18,sp001799575
GB_GCA_005885035.1,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__AC-51,sp005885035
GB_GCA_001798165.1,d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170,sp001798165
RS_GCF_005845105.1,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905,sp900066905
GB_GCA_002711995.1,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845,sp002711995
GB_GCA_007134165.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__SKJO01;s__SKJO01,sp007134165
GB_GCA_001508335.1,d__Bacteria;p__WOR-3;c__32-111;o__32-111;f__32-111;g__32-111;s__32-111,sp001508335
GB_GCA_004282745.1,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__SCAELEC01;s__SCAELEC01,sp004282745
RS_GCF_000702585.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium,aurantiacum
GB_GCA_002342225.1,d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__UBA2466;s__UBA2466,sp002342225
GB_GCA_003222085.1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41,sp003222085
GB_GCA_001798715.1,d__Bacteria;p__UBA10199;c__UBA10199;o__2-02-FULL-50-16;f__2-02-FULL-50-16;g__2-02-FULL-50-16;s__2-02-FULL-50-16,sp001798715
RS_GCF_000243335.1,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__Leptonema;s__Leptonema,illini
RS_GCF_000012525.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus,elongatus
RS_GCF_000196135.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella;s__Wolinella,succinogenes
GB_GCA_005792285.1,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA8401;g__SXSI01;s__SXSI01,sp005792285
GB_GCA_002937505.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615,sp002937505
GB_GCA_001818315.1,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA9570;f__HO2-48-17;g__WO2-43-9;s__WO2-43-9,sp001818315
GB_GCA_001871015.1,d__Bacteria;p__Desantisbacteria;c__UBA1551;o__UBA1551;f__UBA1559;g__UBA1559;s__UBA1559,sp001871015
GB_GCA_001871125.1,d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__CG1-02-37-114;f__CG1-02-37-114;g__CG1-02-37-114;s__CG1-02-37-114,sp001871125
RS_GCF_000427095.1,d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas,calidirosea
RS_GCF_001854245.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfococcus;s__Desulfococcus,multivorans
GB_GCA_001790855.1,d__Bacteria;p__Schekmanbacteria;c__GWA2-38-11;o__GWA2-38-11;f__GWA2-38-11;g__2-02-FULL-38-14-A;s__2-02-FULL-38-14-A,sp001790855
RS_GCF_000425005.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia,moorei
GB_GCA_900016865.1,d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTU014;f__DTU014;g__DTU014;s__DTU014,sp900016865
GB_GCA_000434675.1,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-1138;s__CAG-1138,sp000434675
RS_GCF_002874775.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus,pectinilyticus
GB_GCA_001513125.1,d__Bacteria;p__DTU030;c__DTU030;o__DTU030;f__DTU030;g__DTU030;s__DTU030,sp001513125
RS_GCF_000013085.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospirillum;s__Rhodospirillum,rubrum
GB_GCA_002387735.1,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA923;g__UBA923;s__UBA923,sp002387735
GB_GCA_002050165.1,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__OLB4;s__OLB4,sp002050165
RS_GCF_000153765.1,d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus,ferrooxydans
GB_GCA_002414865.1,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__UBA5938;s__UBA5938,sp002414865
GB_GCA_001798135.1,d__Bacteria;p__UBA10199;c__UBA10199;o__UBA10199;f__2-12-FULL-40-28;g__2-12-FULL-40-28;s__2-12-FULL-40-28,sp001798135
GB_GCA_001804705.1,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA2268;g__XYC2-FULL-35-21;s__XYC2-FULL-35-21,sp001804705
GB_GCA_002011795.1,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-88;g__JdFR-88;s__JdFR-88,sp002011795
GB_GCA_003563985.1,d__Bacteria;p__Firmicutes_E;c__SLMV01;o__SLMV01;f__SLMV01;g__CSSED11-154;s__CSSED11-154,sp003563985
GB_GCA_002344075.1,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA2364;g__UBA2364;s__UBA2364,sp002344075
